SMILES,Number
CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,861
Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,862
Cc1cncc(CN2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)c1,863
CCOCCn1c(C2CCN(CCc3ccc(C(C)(C)C(=O)O)cc3)CC2)nc2ccccc21,864
CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,865
C[C@@H]1C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@H]3O[C@@H]3/C=C/C(=O)O1)C[C@H](O)[C@H]2C(=O)O,866
CC(=O)NS(=O)(=O)c1ccc(N)cc1,867
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,868
N=C(N)c1ccc(OCCCOc2ccc(C(=N)N)cc2)cc1,869
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,870
CCOC(=O)O[C@]1(C(=O)OCCl)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,871
NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N,872
CNCC(O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1,873
Nc1cc(Cl)c(N=C2NCCN2)c(Cl)c1,874
Brc1c(NC2=NCCN2)ccc2nccnc12,875
CCOP(=O)(OCC)SCC[N+](C)(C)C,876
CC(=O)Nc1nnc(S(N)(=O)=O)s1,877
CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,878
CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,879
CC(=O)/N=c1/sc(S(N)(=O)=O)nn1C,880
CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1,881
CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,882
CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O,883
CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](CC[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O,884
CCNC(=O)CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O,885
CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](/C=C/C(F)(F)COc2ccccc2)[C@H](O)C[C@@H]1O,886
CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1,887
CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1,888
c1ccc2c(c1)CCCC2C1=NCCN1,889
CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21,890
CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21,891
NC1=NCC2c3ccccc3Cc3ccccc3N12,892
CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N,893
CC(=O)O,894
C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,895
[I-].[K+],896
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,897
CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,898
Cc1c(O)c(=O)ccn1C,899
O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1,900
O=S(=O)([O-])CCS.[Na+],901
C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,902
Nc1nc(=O)c2c([nH]1)NC[C@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)N2C=O.[Ca+2],903
NCCCNCCSP(=O)(O)O,904
O=O,905
N#N,906
OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,907
CC(C)(C(=O)c1cccnc1)c1cccnc1,908
NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1,909
CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,910
CC(=O)Nc1c(I)c(C(=O)O)c(I)c(C(=O)NCCO)c1I,911
CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,912
C[C@H](O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I,913
COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,914
[89Sr+2].[Cl-].[Cl-],915
Cl[223Ra]Cl,916
